head,relation,tail
Carboplatin,targets,TNBC
NCT06845319,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,triple negative breast cancer
Paclitaxel,targets,TNBC
NCT06845319,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,triple negative breast cancer
Pembrolizumab,targets,TNBC
NCT06203119,sponsored_by,Peking University Cancer Hospital & Institute
NCT06203119,has_status,RECRUITING
NCT05905341,sponsored_by,Pfizer
NCT05905341,has_status,WITHDRAWN
NCT05905341,tests,PF-07224826
PF-07224826,has_type,DRUG
PF-07224826,classified_as,OTHER
PF-07224826,targets,breast cancer
PF-07224826,targets,ovarian cancer
PF-07224826,targets,endometrial
PF-07224826,targets,liposarcoma
PF-07224826,targets,non-small cell lung cancer (nsclc)
PF-07224826,targets,solid tumors
NCT05905341,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,breast cancer
Fulvestrant,targets,ovarian cancer
Fulvestrant,targets,endometrial
Fulvestrant,targets,liposarcoma
Fulvestrant,targets,non-small cell lung cancer (nsclc)
Fulvestrant,targets,solid tumors
NCT05905341,tests,PF-07224826
PF-07224826,has_type,DRUG
PF-07224826,classified_as,OTHER
PF-07224826,targets,breast cancer
PF-07224826,targets,ovarian cancer
PF-07224826,targets,endometrial
PF-07224826,targets,liposarcoma
PF-07224826,targets,non-small cell lung cancer (nsclc)
PF-07224826,targets,solid tumors
NCT05905341,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,breast cancer
Fulvestrant,targets,ovarian cancer
Fulvestrant,targets,endometrial
Fulvestrant,targets,liposarcoma
Fulvestrant,targets,non-small cell lung cancer (nsclc)
Fulvestrant,targets,solid tumors
NCT05905341,tests,PF-07224826
PF-07224826,has_type,DRUG
PF-07224826,classified_as,OTHER
PF-07224826,targets,breast cancer
PF-07224826,targets,ovarian cancer
PF-07224826,targets,endometrial
PF-07224826,targets,liposarcoma
PF-07224826,targets,non-small cell lung cancer (nsclc)
PF-07224826,targets,solid tumors
NCT05905341,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,breast cancer
Fulvestrant,targets,ovarian cancer
Fulvestrant,targets,endometrial
Fulvestrant,targets,liposarcoma
Fulvestrant,targets,non-small cell lung cancer (nsclc)
Fulvestrant,targets,solid tumors
NCT05905341,tests,PF-07224826
PF-07224826,has_type,DRUG
PF-07224826,classified_as,OTHER
PF-07224826,targets,breast cancer
PF-07224826,targets,ovarian cancer
PF-07224826,targets,endometrial
PF-07224826,targets,liposarcoma
PF-07224826,targets,non-small cell lung cancer (nsclc)
PF-07224826,targets,solid tumors
NCT05905341,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,breast cancer
Fulvestrant,targets,ovarian cancer
Fulvestrant,targets,endometrial
Fulvestrant,targets,liposarcoma
Fulvestrant,targets,non-small cell lung cancer (nsclc)
Fulvestrant,targets,solid tumors
NCT05905341,tests,PF-07224826
PF-07224826,has_type,DRUG
PF-07224826,classified_as,OTHER
PF-07224826,targets,breast cancer
PF-07224826,targets,ovarian cancer
PF-07224826,targets,endometrial
PF-07224826,targets,liposarcoma
PF-07224826,targets,non-small cell lung cancer (nsclc)
PF-07224826,targets,solid tumors
NCT05905341,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,breast cancer
Fulvestrant,targets,ovarian cancer
Fulvestrant,targets,endometrial
Fulvestrant,targets,liposarcoma
Fulvestrant,targets,non-small cell lung cancer (nsclc)
Fulvestrant,targets,solid tumors
NCT05905341,tests,PF-07224826
PF-07224826,has_type,DRUG
PF-07224826,classified_as,OTHER
PF-07224826,targets,breast cancer
PF-07224826,targets,ovarian cancer
PF-07224826,targets,endometrial
PF-07224826,targets,liposarcoma
PF-07224826,targets,non-small cell lung cancer (nsclc)
PF-07224826,targets,solid tumors
NCT05905341,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,breast cancer
Fulvestrant,targets,ovarian cancer
Fulvestrant,targets,endometrial
Fulvestrant,targets,liposarcoma
Fulvestrant,targets,non-small cell lung cancer (nsclc)
Fulvestrant,targets,solid tumors
NCT05905341,tests,PF-07224826
PF-07224826,has_type,DRUG
PF-07224826,classified_as,OTHER
PF-07224826,targets,breast cancer
PF-07224826,targets,ovarian cancer
PF-07224826,targets,endometrial
PF-07224826,targets,liposarcoma
PF-07224826,targets,non-small cell lung cancer (nsclc)
PF-07224826,targets,solid tumors
NCT05905341,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,breast cancer
Fulvestrant,targets,ovarian cancer
Fulvestrant,targets,endometrial
Fulvestrant,targets,liposarcoma
Fulvestrant,targets,non-small cell lung cancer (nsclc)
Fulvestrant,targets,solid tumors
NCT03733119,sponsored_by,"University of Wisconsin, Madison"
NCT03733119,has_status,TERMINATED
NCT03733119,tests,Akt/ERK Inhibitor ONC201
Akt/ERK Inhibitor ONC201,has_type,DRUG
Akt/ERK Inhibitor ONC201,classified_as,CHEMICAL
Akt/ERK Inhibitor ONC201,targets,triple negative breast cancer
Akt/ERK Inhibitor ONC201,targets,TNBC
NCT03733119,tests,Methionine-Restricted Diet
Methionine-Restricted Diet,has_type,DRUG
Methionine-Restricted Diet,classified_as,OTHER
Methionine-Restricted Diet,targets,triple negative breast cancer
Methionine-Restricted Diet,targets,TNBC
NCT01939418,sponsored_by,"National Cancer Center, Korea"
NCT01939418,has_status,TERMINATED
NCT01939418,tests,RAD001
RAD001,has_type,DRUG
RAD001,classified_as,OTHER
RAD001,targets,metastatic breast cancer
NCT01939418,tests,Gemcitabine
Gemcitabine,has_type,DRUG
Gemcitabine,classified_as,OTHER
Gemcitabine,targets,metastatic breast cancer
NCT01939418,tests,Cisplatin
Cisplatin,has_type,DRUG
Cisplatin,classified_as,CHEMICAL
Cisplatin,targets,metastatic breast cancer
NCT06195618,sponsored_by,Universidad Nacional de Colombia
NCT06195618,has_status,NOT_YET_RECRUITING
NCT06195618,tests,Peptide (neoantigen) pulsed autologous Dendritic cell
Peptide (neoantigen) pulsed autologous Dendritic cell,has_type,DRUG
Peptide (neoantigen) pulsed autologous Dendritic cell,classified_as,BIOLOGIC
Peptide (neoantigen) pulsed autologous Dendritic cell,targets,breast cancer female
NCT01445418,sponsored_by,National Cancer Institute (NCI)
NCT01445418,has_status,COMPLETED
NCT01445418,tests,AZ2281 + Carboplatin
AZ2281 + Carboplatin,has_type,DRUG
AZ2281 + Carboplatin,classified_as,CHEMICAL
AZ2281 + Carboplatin,targets,breast cancer
AZ2281 + Carboplatin,targets,ovarian cancer
NCT04424641,sponsored_by,Genmab
NCT04424641,has_status,TERMINATED
NCT04424641,tests,GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,has_type,DRUG
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,classified_as,CHEMICAL
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,uterine cancer
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,squamous cell carcinoma of head and neck (scchn)
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,prostate cancer
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,bladder cancer
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,non-small cell lung cancer (nsclc)
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,esophageal cancer
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,triple negative breast cancer (tnbc)
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,locally advanced or metastatic solid tumor(s)
GEN1044 is an immunoglobulin G1 (IgG1) bispecific antibody targeting CD3 and 5T4.,targets,TNBC
NCT03289819,sponsored_by,Institut fuer Frauengesundheit
NCT03289819,has_status,COMPLETED
NCT03289819,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,malignant neoplasm of breast
NCT03289819,tests,nab-paclitaxel
nab-paclitaxel,has_type,DRUG
nab-paclitaxel,classified_as,CHEMICAL
nab-paclitaxel,targets,malignant neoplasm of breast
NCT03289819,tests,Epirubicin
Epirubicin,has_type,DRUG
Epirubicin,classified_as,OTHER
Epirubicin,targets,malignant neoplasm of breast
NCT03289819,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,malignant neoplasm of breast
NCT02539017,sponsored_by,First Affiliated Hospital Xi'an Jiaotong University
NCT02539017,has_status,WITHDRAWN
NCT02539017,tests,Chemo
Chemo,has_type,DRUG
Chemo,classified_as,OTHER
Chemo,targets,triple negative breast neoplasms
Chemo,targets,TNBC
NCT02539017,tests,Immunotherapy
Immunotherapy,has_type,DRUG
Immunotherapy,classified_as,BIOLOGIC
Immunotherapy,targets,triple negative breast neoplasms
Immunotherapy,targets,TNBC
NCT05969041,sponsored_by,Myeloid Therapeutics
NCT05969041,has_status,RECRUITING
NCT05969041,tests,MT-302 (A)
MT-302 (A),has_type,DRUG
MT-302 (A),classified_as,OTHER
MT-302 (A),targets,"epithelial tumors, malignant"
NCT05068141,sponsored_by,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd."
NCT05068141,has_status,UNKNOWN
NCT05068141,tests,SG001
SG001,has_type,DRUG
SG001,classified_as,OTHER
SG001,targets,triple negative breast cancer
SG001,targets,TNBC
NCT05068141,tests,Nab-paclitaxel
Nab-paclitaxel,has_type,DRUG
Nab-paclitaxel,classified_as,CHEMICAL
Nab-paclitaxel,targets,triple negative breast cancer
Nab-paclitaxel,targets,TNBC
NCT06786026,sponsored_by,Fudan University
NCT06786026,has_status,RECRUITING
NCT06786026,tests,bevacizumab
bevacizumab,has_type,DRUG
bevacizumab,classified_as,BIOLOGIC
bevacizumab,targets,"tnbc, triple negative breast cancer"
bevacizumab,targets,TNBC
NCT06786026,tests,QL1706
QL1706,has_type,DRUG
QL1706,classified_as,OTHER
QL1706,targets,"tnbc, triple negative breast cancer"
QL1706,targets,TNBC
NCT06786026,tests,Nab paclitaxel
Nab paclitaxel,has_type,DRUG
Nab paclitaxel,classified_as,CHEMICAL
Nab paclitaxel,targets,"tnbc, triple negative breast cancer"
Nab paclitaxel,targets,TNBC
NCT03358017,sponsored_by,Mario Negri Institute for Pharmacological Research
NCT03358017,has_status,COMPLETED
NCT03358017,tests,Zoledronate
Zoledronate,has_type,DRUG
Zoledronate,classified_as,OTHER
Zoledronate,targets,triple negative breast cancer
Zoledronate,targets,TNBC
NCT03358017,tests,Atorvastatin 80mg
Atorvastatin 80mg,has_type,DRUG
Atorvastatin 80mg,classified_as,OTHER
Atorvastatin 80mg,targets,triple negative breast cancer
Atorvastatin 80mg,targets,TNBC
NCT03358017,tests,Standard neoadjuvant cht
Standard neoadjuvant cht,has_type,DRUG
Standard neoadjuvant cht,classified_as,OTHER
Standard neoadjuvant cht,targets,triple negative breast cancer
Standard neoadjuvant cht,targets,TNBC
NCT03544125,sponsored_by,OHSU Knight Cancer Institute
NCT03544125,has_status,COMPLETED
NCT03544125,tests,Durvalumab
Durvalumab,has_type,DRUG
Durvalumab,classified_as,BIOLOGIC
Durvalumab,targets,anatomic stage iv breast cancer ajcc v8
Durvalumab,targets,estrogen receptor negative
Durvalumab,targets,progesterone receptor negative
Durvalumab,targets,her2/neu negative
Durvalumab,targets,prognostic stage iv breast cancer ajcc v8
Durvalumab,targets,triple-negative breast carcinoma
Durvalumab,targets,TNBC
NCT03544125,tests,Olaparib
Olaparib,has_type,DRUG
Olaparib,classified_as,BIOLOGIC
Olaparib,targets,anatomic stage iv breast cancer ajcc v8
Olaparib,targets,estrogen receptor negative
Olaparib,targets,progesterone receptor negative
Olaparib,targets,her2/neu negative
Olaparib,targets,prognostic stage iv breast cancer ajcc v8
Olaparib,targets,triple-negative breast carcinoma
Olaparib,targets,TNBC
NCT05238922,sponsored_by,Incyte Corporation
NCT05238922,has_status,RECRUITING
NCT05238922,tests,INCB0123667
INCB0123667,has_type,DRUG
INCB0123667,classified_as,OTHER
INCB0123667,targets,solid tumors
NCT05238922,tests,Palbociclib
Palbociclib,has_type,DRUG
Palbociclib,classified_as,CHEMICAL
Palbociclib,targets,solid tumors
NCT05238922,tests,Bevacizumab
Bevacizumab,has_type,DRUG
Bevacizumab,classified_as,BIOLOGIC
Bevacizumab,targets,solid tumors
NCT05238922,tests,Olaparib
Olaparib,has_type,DRUG
Olaparib,classified_as,BIOLOGIC
Olaparib,targets,solid tumors
NCT05238922,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,solid tumors
NCT05238922,tests,Ribociclib
Ribociclib,has_type,DRUG
Ribociclib,classified_as,CHEMICAL
Ribociclib,targets,solid tumors
NCT05238922,tests,Fulvestrant
Fulvestrant,has_type,DRUG
Fulvestrant,classified_as,BIOLOGIC
Fulvestrant,targets,solid tumors
NCT02413320,sponsored_by,Priyanka Sharma
NCT02413320,has_status,COMPLETED
NCT02413320,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,triple-negative breast cancer
Paclitaxel,targets,TNBC
NCT02413320,tests,Carboplatin
Carboplatin,has_type,DRUG
Carboplatin,classified_as,CHEMICAL
Carboplatin,targets,triple-negative breast cancer
Carboplatin,targets,TNBC
NCT02413320,tests,Doxorubicin
Doxorubicin,has_type,DRUG
Doxorubicin,classified_as,CHEMICAL
Doxorubicin,targets,triple-negative breast cancer
Doxorubicin,targets,TNBC
NCT02413320,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,triple-negative breast cancer
Cyclophosphamide,targets,TNBC
NCT02413320,tests,Docetaxel
Docetaxel,has_type,DRUG
Docetaxel,classified_as,CHEMICAL
Docetaxel,targets,triple-negative breast cancer
Docetaxel,targets,TNBC
NCT05333874,sponsored_by,"Rutgers, The State University of New Jersey"
NCT05333874,has_status,ACTIVE_NOT_RECRUITING
NCT05333874,tests,Neoadjuvant chemotherapy administered before surgical extraction of a tumor
Neoadjuvant chemotherapy administered before surgical extraction of a tumor,has_type,DRUG
Neoadjuvant chemotherapy administered before surgical extraction of a tumor,classified_as,OTHER
Neoadjuvant chemotherapy administered before surgical extraction of a tumor,targets,"breast cancer, early-onset"
NCT05333874,tests,Observational
Observational,has_type,DRUG
Observational,classified_as,OTHER
Observational,targets,"breast cancer, early-onset"
NCT05107674,sponsored_by,"Nurix Therapeutics, Inc."
NCT05107674,has_status,RECRUITING
NCT05107674,tests,NX-1607
NX-1607,has_type,DRUG
NX-1607,classified_as,OTHER
NX-1607,targets,gastric cancer
NX-1607,targets,microsatellite stable colorectal carcinoma
NX-1607,targets,metastatic or unresectable melanoma
NX-1607,targets,diffuse large b cell lymphoma (dlbcl)
NX-1607,targets,richter transformation
NX-1607,targets,metastatic urothelial carcinoma
NX-1607,targets,gastroesophageal junction (gej) cancer
NX-1607,targets,non-small cell lung cancer (nsclc)
NX-1607,targets,cervical cancer
NX-1607,targets,head and neck squamous cell carcinoma
NX-1607,targets,malignant pleural mesothelioma (mpm)
NX-1607,targets,"ovarian cancer, epithelial"
NX-1607,targets,triple negative breast cancer (tnbc)
NX-1607,targets,metastatic castration-resistant prostate cancer (mcrpc)
NX-1607,targets,TNBC
NCT05107674,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,gastric cancer
Paclitaxel,targets,microsatellite stable colorectal carcinoma
Paclitaxel,targets,metastatic or unresectable melanoma
Paclitaxel,targets,diffuse large b cell lymphoma (dlbcl)
Paclitaxel,targets,richter transformation
Paclitaxel,targets,metastatic urothelial carcinoma
Paclitaxel,targets,gastroesophageal junction (gej) cancer
Paclitaxel,targets,non-small cell lung cancer (nsclc)
Paclitaxel,targets,cervical cancer
Paclitaxel,targets,head and neck squamous cell carcinoma
Paclitaxel,targets,malignant pleural mesothelioma (mpm)
Paclitaxel,targets,"ovarian cancer, epithelial"
Paclitaxel,targets,triple negative breast cancer (tnbc)
Paclitaxel,targets,metastatic castration-resistant prostate cancer (mcrpc)
Paclitaxel,targets,TNBC
NCT02737475,sponsored_by,Bristol-Myers Squibb
NCT02737475,has_status,COMPLETED
NCT02737475,tests,BMS-986178
BMS-986178,has_type,DRUG
BMS-986178,classified_as,OTHER
BMS-986178,targets,advanced cancer
NCT02737475,tests,Nivolumab
Nivolumab,has_type,DRUG
Nivolumab,classified_as,BIOLOGIC
Nivolumab,targets,advanced cancer
NCT02737475,tests,Ipilimumab
Ipilimumab,has_type,DRUG
Ipilimumab,classified_as,BIOLOGIC
Ipilimumab,targets,advanced cancer
NCT02737475,tests,Tetanus vaccine
Tetanus vaccine,has_type,DRUG
Tetanus vaccine,classified_as,OTHER
Tetanus vaccine,targets,advanced cancer
NCT02737475,tests,DPV-001 vaccine
DPV-001 vaccine,has_type,DRUG
DPV-001 vaccine,classified_as,OTHER
DPV-001 vaccine,targets,advanced cancer
NCT02737475,tests,Cyclophosphamide
Cyclophosphamide,has_type,DRUG
Cyclophosphamide,classified_as,CHEMICAL
Cyclophosphamide,targets,advanced cancer
NCT01898117,sponsored_by,The Netherlands Cancer Institute
NCT01898117,has_status,ACTIVE_NOT_RECRUITING
NCT01898117,tests,Carbo/cyclo
Carbo/cyclo,has_type,DRUG
Carbo/cyclo,classified_as,OTHER
Carbo/cyclo,targets,breast cancer
NCT01898117,tests,Carbo/cyclo + atezolizumab
Carbo/cyclo + atezolizumab,has_type,DRUG
Carbo/cyclo + atezolizumab,classified_as,BIOLOGIC
Carbo/cyclo + atezolizumab,targets,breast cancer
NCT01898117,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,breast cancer
NCT01898117,tests,Paclitaxel + Atezolizumab
Paclitaxel + Atezolizumab,has_type,DRUG
Paclitaxel + Atezolizumab,classified_as,BIOLOGIC
Paclitaxel + Atezolizumab,targets,breast cancer
NCT07020117,sponsored_by,"Aktis Oncology, Inc."
NCT07020117,has_status,RECRUITING
NCT07020117,tests,[225Ac]Ac-AKY-1189 (therapeutic)
[225Ac]Ac-AKY-1189 (therapeutic),has_type,DRUG
[225Ac]Ac-AKY-1189 (therapeutic),classified_as,OTHER
[225Ac]Ac-AKY-1189 (therapeutic),targets,head and neck cancer
[225Ac]Ac-AKY-1189 (therapeutic),targets,hormone receptor positive breast adenocarcinoma
[225Ac]Ac-AKY-1189 (therapeutic),targets,cervical adenocarcinoma
[225Ac]Ac-AKY-1189 (therapeutic),targets,colorectal adenocarcinoma
[225Ac]Ac-AKY-1189 (therapeutic),targets,triple negative breast cancer (tnbc)
[225Ac]Ac-AKY-1189 (therapeutic),targets,urothelial carcinoma bladder
[225Ac]Ac-AKY-1189 (therapeutic),targets,non small cell lung cancer
[225Ac]Ac-AKY-1189 (therapeutic),targets,TNBC
NCT07020117,tests,[64Cu]Cu-AKY-1189 (imaging)
[64Cu]Cu-AKY-1189 (imaging),has_type,DRUG
[64Cu]Cu-AKY-1189 (imaging),classified_as,OTHER
[64Cu]Cu-AKY-1189 (imaging),targets,head and neck cancer
[64Cu]Cu-AKY-1189 (imaging),targets,hormone receptor positive breast adenocarcinoma
[64Cu]Cu-AKY-1189 (imaging),targets,cervical adenocarcinoma
[64Cu]Cu-AKY-1189 (imaging),targets,colorectal adenocarcinoma
[64Cu]Cu-AKY-1189 (imaging),targets,triple negative breast cancer (tnbc)
[64Cu]Cu-AKY-1189 (imaging),targets,urothelial carcinoma bladder
[64Cu]Cu-AKY-1189 (imaging),targets,non small cell lung cancer
[64Cu]Cu-AKY-1189 (imaging),targets,TNBC
NCT06167317,sponsored_by,Gilead Sciences
NCT06167317,has_status,RECRUITING
NCT06167317,tests,GS-0201
GS-0201,has_type,DRUG
GS-0201,classified_as,OTHER
GS-0201,targets,advanced solid tumors
NCT06167317,tests,Sacituzumab Govitecan
Sacituzumab Govitecan,has_type,DRUG
Sacituzumab Govitecan,classified_as,BIOLOGIC
Sacituzumab Govitecan,targets,advanced solid tumors
NCT04602117,sponsored_by,QuantumLeap Healthcare Collaborative
NCT04602117,has_status,WITHDRAWN
NCT04602117,tests,Vic-trastuzumab duocarmazine (SYD985) + paclitaxel
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,has_type,DRUG
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,classified_as,BIOLOGIC
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,metastatic gastrointestinal carcinoid tumor
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her2-positive metastatic breast cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,ovarian carcinoma
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,metastatic cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,progesterone receptor-positive breast cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her-2 protein overexpression
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her2 low hr positive
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,gastroesophageal adenocarcinoma
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,syd985
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her2 mutation-related tumors
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,triple negative breast cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her2-positive breast cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,gastroesophageal cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,syd-985
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her2-positive gastric cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,ovarian cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,estrogen receptor positive tumor
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,hormone receptor negative breast carcinoma
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,bladder cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,hormone receptor-positive breast cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her2 low breast cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,her2 low
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,metastatic breast cancer
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,metastatic
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,vic-trastuzumab duocarmazine
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,endometrium tumor
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,hr positive
Vic-trastuzumab duocarmazine (SYD985) + paclitaxel,targets,TNBC
NCT05288127,sponsored_by,University of Malaya
NCT05288127,has_status,RECRUITING
NCT05288127,tests,Talazoparib
Talazoparib,has_type,DRUG
Talazoparib,classified_as,CHEMICAL
Talazoparib,targets,hrd 100 gene expression high
Talazoparib,targets,triple negative breast cancer
Talazoparib,targets,TNBC
NCT03775850,sponsored_by,"Evelo Biosciences, Inc."
NCT03775850,has_status,COMPLETED
NCT03775850,tests,EDP1503
EDP1503,has_type,DRUG
EDP1503,classified_as,OTHER
EDP1503,targets,renal cell carcinoma
EDP1503,targets,colorectal cancer metastatic
EDP1503,targets,triple negative breast cancer
EDP1503,targets,gastroesophageal cancer
EDP1503,targets,bladder cancer
EDP1503,targets,msi-h
EDP1503,targets,non small cell lung cancer
EDP1503,targets,TNBC
NCT03775850,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,renal cell carcinoma
Pembrolizumab,targets,colorectal cancer metastatic
Pembrolizumab,targets,triple negative breast cancer
Pembrolizumab,targets,gastroesophageal cancer
Pembrolizumab,targets,bladder cancer
Pembrolizumab,targets,msi-h
Pembrolizumab,targets,non small cell lung cancer
Pembrolizumab,targets,TNBC
NCT02783300,sponsored_by,GlaxoSmithKline
NCT02783300,has_status,COMPLETED
NCT02783300,tests,GSK3326595
GSK3326595,has_type,DRUG
GSK3326595,classified_as,OTHER
GSK3326595,targets,neoplasms
NCT02783300,tests,Pembrolizumab
Pembrolizumab,has_type,DRUG
Pembrolizumab,classified_as,BIOLOGIC
Pembrolizumab,targets,neoplasms
NCT05673200,sponsored_by,National Cancer Institute (NCI)
NCT05673200,has_status,SUSPENDED
NCT05673200,tests,Biopsy Procedure
Biopsy Procedure,has_type,DRUG
Biopsy Procedure,classified_as,OTHER
Biopsy Procedure,targets,metastatic triple-negative breast carcinoma
Biopsy Procedure,targets,unresectable triple-negative breast carcinoma
Biopsy Procedure,targets,anatomic stage iii breast cancer ajcc v8
Biopsy Procedure,targets,anatomic stage iv breast cancer ajcc v8
Biopsy Procedure,targets,TNBC
NCT05673200,tests,Biospecimen Collection
Biospecimen Collection,has_type,DRUG
Biospecimen Collection,classified_as,OTHER
Biospecimen Collection,targets,metastatic triple-negative breast carcinoma
Biospecimen Collection,targets,unresectable triple-negative breast carcinoma
Biospecimen Collection,targets,anatomic stage iii breast cancer ajcc v8
Biospecimen Collection,targets,anatomic stage iv breast cancer ajcc v8
Biospecimen Collection,targets,TNBC
NCT05673200,tests,Computed Tomography
Computed Tomography,has_type,DRUG
Computed Tomography,classified_as,OTHER
Computed Tomography,targets,metastatic triple-negative breast carcinoma
Computed Tomography,targets,unresectable triple-negative breast carcinoma
Computed Tomography,targets,anatomic stage iii breast cancer ajcc v8
Computed Tomography,targets,anatomic stage iv breast cancer ajcc v8
Computed Tomography,targets,TNBC
NCT05673200,tests,Decitabine and Cedazuridine
Decitabine and Cedazuridine,has_type,DRUG
Decitabine and Cedazuridine,classified_as,OTHER
Decitabine and Cedazuridine,targets,metastatic triple-negative breast carcinoma
Decitabine and Cedazuridine,targets,unresectable triple-negative breast carcinoma
Decitabine and Cedazuridine,targets,anatomic stage iii breast cancer ajcc v8
Decitabine and Cedazuridine,targets,anatomic stage iv breast cancer ajcc v8
Decitabine and Cedazuridine,targets,TNBC
NCT05673200,tests,Magnetic Resonance Imaging
Magnetic Resonance Imaging,has_type,DRUG
Magnetic Resonance Imaging,classified_as,OTHER
Magnetic Resonance Imaging,targets,metastatic triple-negative breast carcinoma
Magnetic Resonance Imaging,targets,unresectable triple-negative breast carcinoma
Magnetic Resonance Imaging,targets,anatomic stage iii breast cancer ajcc v8
Magnetic Resonance Imaging,targets,anatomic stage iv breast cancer ajcc v8
Magnetic Resonance Imaging,targets,TNBC
NCT05673200,tests,Paclitaxel
Paclitaxel,has_type,DRUG
Paclitaxel,classified_as,CHEMICAL
Paclitaxel,targets,metastatic triple-negative breast carcinoma
